========Trial 0 params: {'n_layers': 2, 'K': 3, 'Dropout': 0.3, 'Hidden0': 32, 'Hidden1': 256, 'optimizer': 'Adam', 'lr': 0.014841171742650953, 'batch': 32}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |    2304    |
|    sptH.0.gcn.bias     |     32     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.sAtt.Vs     |    729     |
|     sptH.2.sAtt.bs     |    729     |
|     sptH.2.sAtt.W1     |     32     |
|     sptH.2.sAtt.W2     |     32     |
|     sptH.2.sAtt.W3     |     1      |
|   sptH.2.gcn.weight    |   24576    |
|    sptH.2.gcn.bias     |    256     |
| sptH.2.timeConv.weight |     3      |
|  sptH.2.timeConv.bias  |     1      |
|     sptH.4.weight      |    3072    |
|      sptH.4.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    1152    |
|    sptD.0.gcn.bias     |     32     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.sAtt.Vs     |    729     |
|     sptD.2.sAtt.bs     |    729     |
|     sptD.2.sAtt.W1     |     32     |
|     sptD.2.sAtt.W2     |     32     |
|     sptD.2.sAtt.W3     |     1      |
|   sptD.2.gcn.weight    |   24576    |
|    sptD.2.gcn.bias     |    256     |
| sptD.2.timeConv.weight |     3      |
|  sptD.2.timeConv.bias  |     1      |
|     sptD.4.weight      |    3072    |
|      sptD.4.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |    2304    |
|    sptW.0.gcn.bias     |     32     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.sAtt.Vs     |    729     |
|     sptW.2.sAtt.bs     |    729     |
|     sptW.2.sAtt.W1     |     32     |
|     sptW.2.sAtt.W2     |     32     |
|     sptW.2.sAtt.W3     |     1      |
|   sptW.2.gcn.weight    |   24576    |
|    sptW.2.gcn.bias     |    256     |
| sptW.2.timeConv.weight |     3      |
|  sptW.2.timeConv.bias  |     1      |
|     sptW.4.weight      |    3072    |
|      sptW.4.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 98730
 Trial: 0 Epoch: 0, train_loss: 108917.75390625, validation_loss = 9993.1728515625
 Trial: 80 Epoch: 63, train_loss: 17822.607666015625, validation_loss = 2908.2716064453125
 Trial: 80 Epoch: 64, train_loss: 19881.612548828125, validation_loss = 3389.2646484375
 Trial: 80 Epoch: 65, train_loss: 19056.56658935547, validation_loss = 2720.3494873046875
 Trial: 80 Epoch: 66, train_loss: 17842.451538085938, validation_loss = 2781.42724609375
 Trial: 80 Epoch: 67, train_loss: 17171.98944091797, validation_loss = 2545.6907958984375
 Trial: 80 Epoch: 68, train_loss: 16684.423706054688, validation_loss = 2593.94921875
 Trial: 80 Epoch: 69, train_loss: 16328.986938476562, validation_loss = 2600.948974609375
 Trial: 80 Epoch: 70, train_loss: 17762.65350341797, validation_loss = 3225.3055419921875
 Trial: 80 Epoch: 71, train_loss: 16774.549255371094, validation_loss = 2489.8349609375
 Trial: 80 Epoch: 72, train_loss: 16636.726135253906, validation_loss = 2575.5208740234375
 Trial: 80 Epoch: 73, train_loss: 16912.69500732422, validation_loss = 2789.4783935546875
 Trial: 80 Epoch: 74, train_loss: 16191.979187011719, validation_loss = 2734.8828125
 Trial: 80 Epoch: 75, train_loss: 17085.36602783203, validation_loss = 3537.2467041015625
 Trial: 80 Epoch: 76, train_loss: 18918.667358398438, validation_loss = 2891.332763671875
 Trial: 80 Epoch: 77, train_loss: 17199.48388671875, validation_loss = 2599.7398681640625
 Trial: 80 Epoch: 78, train_loss: 15971.270629882812, validation_loss = 2532.2855224609375
 Trial: 80 Epoch: 79, train_loss: 19313.157592773438, validation_loss = 3502.887451171875
 Trial: 80 Epoch: 80, train_loss: 16501.681701660156, validation_loss = 2780.7625732421875
 Trial: 80 Epoch: 81, train_loss: 17204.58477783203, validation_loss = 2926.475341796875
 Trial: 80 Epoch: 82, train_loss: 16621.799865722656, validation_loss = 3330.6802978515625
 Trial: 80 Epoch: 83, train_loss: 16701.683959960938, validation_loss = 2829.4036865234375
 Trial: 80 Epoch: 84, train_loss: 16880.367797851562, validation_loss = 2562.949462890625
 Trial: 80 Epoch: 85, train_loss: 17089.96221923828, validation_loss = 2846.0313720703125
 Trial: 80 Epoch: 86, train_loss: 18083.374389648438, validation_loss = 2631.84619140625
 Trial: 80 Epoch: 87, train_loss: 18919.613830566406, validation_loss = 3439.8037109375
 Trial: 80 Epoch: 88, train_loss: 16855.516845703125, validation_loss = 2510.1873779296875
 Trial: 80 Epoch: 89, train_loss: 17609.336364746094, validation_loss = 2640.3677978515625
 Trial: 80 Epoch: 90, train_loss: 16221.978820800781, validation_loss = 3005.356201171875
 Trial: 80 Epoch: 91, train_loss: 16916.04913330078, validation_loss = 2578.2213134765625
 Trial: 80 Epoch: 92, train_loss: 16854.91961669922, validation_loss = 2446.9619140625
 Trial: 80 Epoch: 93, train_loss: 16777.839233398438, validation_loss = 2537.8604736328125
 Trial: 80 Epoch: 94, train_loss: 17847.472290039062, validation_loss = 2800.5240478515625
 Trial: 80 Epoch: 95, train_loss: 18617.389709472656, validation_loss = 2635.4005126953125
 Trial: 80 Epoch: 96, train_loss: 17089.036376953125, validation_loss = 2650.366455078125
 Trial: 80 Epoch: 97, train_loss: 15916.016906738281, validation_loss = 2476.8050537109375
 Trial: 80 Epoch: 98, train_loss: 15495.947937011719, validation_loss = 2431.0301513671875
 Trial: 80 Epoch: 99, train_loss: 15894.9169921875, validation_loss = 2684.7784423828125
========Trial 81 params: {'n_layers': 1, 'K': 2, 'Dropout': 0.1, 'Hidden0': 256, 'optimizer': 'Adam', 'lr': 0.009558632058109124, 'batch': 4}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |   12288    |
|    sptH.0.gcn.bias     |    256     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.weight      |    3072    |
|      sptH.2.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    6144    |
|    sptD.0.gcn.bias     |    256     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.weight      |    3072    |
|      sptD.2.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |   12288    |
|    sptW.0.gcn.bias     |    256     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.weight      |    3072    |
|      sptW.2.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 45285
 Trial: 81 Epoch: 0, train_loss: 109506.44506835938, validation_loss = 5228.156494140625
 Trial: 81 Epoch: 1, train_loss: 36241.408203125, validation_loss = 4829.051025390625
 Trial: 81 Epoch: 2, train_loss: 36315.37939453125, validation_loss = 4256.3001708984375
 Trial: 81 Epoch: 3, train_loss: 41507.256103515625, validation_loss = 5333.763916015625
 Trial: 81 Epoch: 4, train_loss: 50548.17883300781, validation_loss = 3623.49560546875
 Trial: 81 Epoch: 5, train_loss: 33265.54296875, validation_loss = 5297.92529296875
 Trial: 81 Epoch: 6, train_loss: 25886.20166015625, validation_loss = 4225.5457763671875
 Trial: 81 Epoch: 7, train_loss: 25720.4482421875, validation_loss = 3924.33544921875
 Trial: 81 Epoch: 8, train_loss: 24571.97021484375, validation_loss = 3657.5958251953125
 Trial: 81 Epoch: 9, train_loss: 23461.022583007812, validation_loss = 3204.673583984375
 Trial: 81 Epoch: 10, train_loss: 23629.450805664062, validation_loss = 4401.410400390625
 Trial: 81 Epoch: 11, train_loss: 25055.75848388672, validation_loss = 4379.202880859375
 Trial: 81 Epoch: 12, train_loss: 27362.807739257812, validation_loss = 3120.0047607421875
 Trial: 81 Epoch: 13, train_loss: 24660.053344726562, validation_loss = 4984.7969970703125
 Trial: 81 Epoch: 14, train_loss: 27019.703369140625, validation_loss = 4344.0238037109375
 Trial: 81 Epoch: 15, train_loss: 23519.5537109375, validation_loss = 4028.3038330078125
 Trial: 81 Epoch: 16, train_loss: 22876.29052734375, validation_loss = 3311.66357421875
 Trial: 81 Epoch: 17, train_loss: 20261.782104492188, validation_loss = 3754.9840087890625
 Trial: 81 Epoch: 18, train_loss: 24163.233154296875, validation_loss = 2935.81005859375
 Trial: 81 Epoch: 19, train_loss: 21557.99786376953, validation_loss = 2746.1019287109375
 Trial: 81 Epoch: 20, train_loss: 20202.22430419922, validation_loss = 2886.66796875
 Trial: 81 Epoch: 21, train_loss: 20229.773071289062, validation_loss = 3803.0177001953125
 Trial: 81 Epoch: 22, train_loss: 22027.837768554688, validation_loss = 3135.05712890625
 Trial: 81 Epoch: 23, train_loss: 21094.933837890625, validation_loss = 3739.5020751953125
 Trial: 81 Epoch: 24, train_loss: 23143.78271484375, validation_loss = 3224.4434814453125
 Trial: 81 Epoch: 25, train_loss: 21511.210510253906, validation_loss = 3608.145263671875
 Trial: 81 Epoch: 26, train_loss: 21249.486755371094, validation_loss = 3270.7283935546875
 Trial: 81 Epoch: 27, train_loss: 20598.932556152344, validation_loss = 2742.688720703125
 Trial: 81 Epoch: 28, train_loss: 21326.11669921875, validation_loss = 2733.17529296875
 Trial: 81 Epoch: 29, train_loss: 23171.69891357422, validation_loss = 2908.5714111328125
 Trial: 81 Epoch: 30, train_loss: 22014.578674316406, validation_loss = 4040.5433349609375
 Trial: 81 Epoch: 31, train_loss: 23878.092895507812, validation_loss = 5254.839111328125
 Trial: 81 Epoch: 32, train_loss: 25912.576171875, validation_loss = 3079.6500244140625
 Trial: 81 Epoch: 33, train_loss: 21065.452880859375, validation_loss = 3068.611328125
 Trial: 81 Epoch: 34, train_loss: 20131.03173828125, validation_loss = 2978.356689453125
 Trial: 81 Epoch: 35, train_loss: 19317.40948486328, validation_loss = 2899.260009765625
 Trial: 81 Epoch: 36, train_loss: 21200.50653076172, validation_loss = 2939.7933349609375
 Trial: 81 Epoch: 37, train_loss: 20997.451293945312, validation_loss = 3120.011962890625
 Trial: 81 Epoch: 38, train_loss: 19908.48309326172, validation_loss = 2859.529052734375
 Trial: 81 Epoch: 39, train_loss: 18206.737182617188, validation_loss = 2812.3900146484375
 Trial: 81 Epoch: 40, train_loss: 20002.52001953125, validation_loss = 2542.1483154296875
 Trial: 81 Epoch: 41, train_loss: 17933.700134277344, validation_loss = 2938.6982421875
 Trial: 81 Epoch: 42, train_loss: 17978.5390625, validation_loss = 2507.8458251953125
 Trial: 81 Epoch: 43, train_loss: 18949.76544189453, validation_loss = 2988.052978515625
 Trial: 81 Epoch: 44, train_loss: 18817.66485595703, validation_loss = 2958.859375
 Trial: 81 Epoch: 45, train_loss: 19768.220703125, validation_loss = 3880.5477294921875
 Trial: 81 Epoch: 46, train_loss: 19678.258544921875, validation_loss = 3061.8565673828125
 Trial: 81 Epoch: 47, train_loss: 18559.16680908203, validation_loss = 2580.7899169921875
 Trial: 81 Epoch: 48, train_loss: 18513.743713378906, validation_loss = 2628.2509765625
 Trial: 81 Epoch: 49, train_loss: 17777.963745117188, validation_loss = 3229.112548828125
 Trial: 81 Epoch: 50, train_loss: 18753.212158203125, validation_loss = 2784.842529296875
 Trial: 81 Epoch: 51, train_loss: 18159.217895507812, validation_loss = 3293.1055908203125
 Trial: 81 Epoch: 52, train_loss: 18483.588256835938, validation_loss = 2932.0723876953125
 Trial: 81 Epoch: 53, train_loss: 20788.678771972656, validation_loss = 2528.2203369140625
 Trial: 81 Epoch: 54, train_loss: 20868.796875, validation_loss = 2806.7977294921875
 Trial: 81 Epoch: 55, train_loss: 18092.775329589844, validation_loss = 2514.0028076171875
 Trial: 81 Epoch: 56, train_loss: 18380.41290283203, validation_loss = 2580.0849609375
 Trial: 81 Epoch: 57, train_loss: 19314.373168945312, validation_loss = 2629.54931640625
 Trial: 81 Epoch: 58, train_loss: 19203.686401367188, validation_loss = 2560.7769775390625
 Trial: 81 Epoch: 59, train_loss: 17833.87188720703, validation_loss = 2579.2742919921875
 Trial: 81 Epoch: 60, train_loss: 18676.45263671875, validation_loss = 2546.2017822265625
 Trial: 81 Epoch: 61, train_loss: 19507.75, validation_loss = 2638.0634765625
 Trial: 81 Epoch: 62, train_loss: 18792.889770507812, validation_loss = 2868.576416015625
 Trial: 81 Epoch: 63, train_loss: 17922.308349609375, validation_loss = 2811.72216796875
 Trial: 81 Epoch: 64, train_loss: 19342.765563964844, validation_loss = 3399.7525634765625
 Trial: 81 Epoch: 65, train_loss: 18770.374267578125, validation_loss = 2651.2435302734375
 Trial: 81 Epoch: 66, train_loss: 17732.295837402344, validation_loss = 2784.0152587890625
 Trial: 81 Epoch: 67, train_loss: 17304.476989746094, validation_loss = 2529.6929931640625
 Trial: 81 Epoch: 68, train_loss: 17044.15850830078, validation_loss = 2542.060546875
 Trial: 81 Epoch: 69, train_loss: 16408.12286376953, validation_loss = 2601.7723388671875
 Trial: 81 Epoch: 70, train_loss: 17728.5908203125, validation_loss = 3179.7060546875
 Trial: 81 Epoch: 71, train_loss: 16619.647216796875, validation_loss = 2465.8282470703125
 Trial: 81 Epoch: 72, train_loss: 16465.779052734375, validation_loss = 2554.623779296875
 Trial: 81 Epoch: 73, train_loss: 16850.410095214844, validation_loss = 2776.899658203125
 Trial: 81 Epoch: 74, train_loss: 16073.838256835938, validation_loss = 2636.632568359375
 Trial: 81 Epoch: 75, train_loss: 16934.744140625, validation_loss = 3391.5203857421875
 Trial: 81 Epoch: 76, train_loss: 19432.57196044922, validation_loss = 2945.1114501953125
 Trial: 81 Epoch: 77, train_loss: 17633.677001953125, validation_loss = 2540.2154541015625
 Trial: 81 Epoch: 78, train_loss: 15947.043518066406, validation_loss = 2510.8492431640625
 Trial: 81 Epoch: 79, train_loss: 19228.14910888672, validation_loss = 3443.2020263671875
 Trial: 81 Epoch: 80, train_loss: 16598.280212402344, validation_loss = 2658.5474853515625
 Trial: 81 Epoch: 81, train_loss: 16766.751892089844, validation_loss = 2889.8580322265625
 Trial: 81 Epoch: 82, train_loss: 16519.459106445312, validation_loss = 3280.7972412109375
 Trial: 81 Epoch: 83, train_loss: 16810.849060058594, validation_loss = 2752.6815185546875
 Trial: 81 Epoch: 84, train_loss: 16608.904846191406, validation_loss = 2508.1220703125
 Trial: 81 Epoch: 85, train_loss: 16611.58447265625, validation_loss = 2965.3575439453125
 Trial: 81 Epoch: 86, train_loss: 17735.461181640625, validation_loss = 2517.388671875
 Trial: 81 Epoch: 87, train_loss: 18807.025634765625, validation_loss = 3634.38427734375
 Trial: 81 Epoch: 88, train_loss: 16800.69482421875, validation_loss = 2489.7237548828125
 Trial: 81 Epoch: 89, train_loss: 17840.244750976562, validation_loss = 2753.434326171875
 Trial: 81 Epoch: 90, train_loss: 16785.94317626953, validation_loss = 3085.9376220703125
 Trial: 81 Epoch: 91, train_loss: 17655.89239501953, validation_loss = 2528.6624755859375
 Trial: 81 Epoch: 92, train_loss: 17289.162841796875, validation_loss = 2463.0418701171875
 Trial: 81 Epoch: 93, train_loss: 17037.573364257812, validation_loss = 2522.7154541015625
 Trial: 81 Epoch: 94, train_loss: 18071.629272460938, validation_loss = 2867.321533203125
 Trial: 81 Epoch: 95, train_loss: 18682.20196533203, validation_loss = 2664.6688232421875
 Trial: 81 Epoch: 96, train_loss: 17567.788513183594, validation_loss = 2677.153076171875
 Trial: 81 Epoch: 97, train_loss: 16034.227478027344, validation_loss = 2452.3414306640625
 Trial: 81 Epoch: 98, train_loss: 15416.240173339844, validation_loss = 2408.1009521484375
 Trial: 81 Epoch: 99, train_loss: 15726.562805175781, validation_loss = 2609.6026611328125
========Trial 82 params: {'n_layers': 1, 'K': 2, 'Dropout': 0.1, 'Hidden0': 256, 'optimizer': 'Adam', 'lr': 0.010914338384725051, 'batch': 4}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |   12288    |
|    sptH.0.gcn.bias     |    256     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.weight      |    3072    |
|      sptH.2.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    6144    |
|    sptD.0.gcn.bias     |    256     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.weight      |    3072    |
|      sptD.2.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |   12288    |
|    sptW.0.gcn.bias     |    256     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.weight      |    3072    |
|      sptW.2.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 45285
 Trial: 82 Epoch: 0, train_loss: 113072.81689453125, validation_loss = 5257.9630126953125
 Trial: 82 Epoch: 1, train_loss: 38893.694091796875, validation_loss = 5014.4757080078125
 Trial: 82 Epoch: 2, train_loss: 35918.58935546875, validation_loss = 4550.96044921875
 Trial: 82 Epoch: 3, train_loss: 40966.34619140625, validation_loss = 5348.15478515625
 Trial: 82 Epoch: 4, train_loss: 57213.166748046875, validation_loss = 3883.0050048828125
 Trial: 82 Epoch: 5, train_loss: 38809.77673339844, validation_loss = 5591.0010986328125
 Trial: 82 Epoch: 6, train_loss: 27487.160278320312, validation_loss = 4312.763671875
 Trial: 82 Epoch: 7, train_loss: 27025.982055664062, validation_loss = 3818.390869140625
 Trial: 82 Epoch: 8, train_loss: 25186.627563476562, validation_loss = 3792.3804931640625
 Trial: 82 Epoch: 9, train_loss: 23966.042358398438, validation_loss = 3299.7154541015625
 Trial: 82 Epoch: 10, train_loss: 23874.995971679688, validation_loss = 4581.5064697265625
 Trial: 82 Epoch: 11, train_loss: 25283.46319580078, validation_loss = 4380.90185546875
 Trial: 82 Epoch: 12, train_loss: 27378.671997070312, validation_loss = 3188.81005859375
 Trial: 82 Epoch: 13, train_loss: 25070.313354492188, validation_loss = 5099.3199462890625
 Trial: 82 Epoch: 14, train_loss: 26433.437622070312, validation_loss = 4242.4451904296875
 Trial: 82 Epoch: 15, train_loss: 23383.77178955078, validation_loss = 4120.6961669921875
 Trial: 82 Epoch: 16, train_loss: 22712.782836914062, validation_loss = 3290.8433837890625
 Trial: 82 Epoch: 17, train_loss: 20649.00750732422, validation_loss = 3860.90380859375
 Trial: 82 Epoch: 18, train_loss: 23983.217529296875, validation_loss = 2956.6875
 Trial: 82 Epoch: 19, train_loss: 22096.429138183594, validation_loss = 2805.7255859375
 Trial: 82 Epoch: 20, train_loss: 20711.527587890625, validation_loss = 2969.404052734375
 Trial: 82 Epoch: 21, train_loss: 20672.13299560547, validation_loss = 4000.1759033203125
 Trial: 82 Epoch: 22, train_loss: 22740.22052001953, validation_loss = 3300.4302978515625
 Trial: 82 Epoch: 23, train_loss: 21752.489135742188, validation_loss = 3873.4512939453125
 Trial: 82 Epoch: 24, train_loss: 23723.431701660156, validation_loss = 3394.497314453125
 Trial: 82 Epoch: 25, train_loss: 21730.26123046875, validation_loss = 3467.0413818359375
 Trial: 82 Epoch: 26, train_loss: 22176.880859375, validation_loss = 3147.3367919921875
 Trial: 82 Epoch: 27, train_loss: 20945.968017578125, validation_loss = 2763.3521728515625
 Trial: 82 Epoch: 28, train_loss: 22200.41015625, validation_loss = 2779.8187255859375
 Trial: 82 Epoch: 29, train_loss: 24336.093383789062, validation_loss = 2882.4554443359375
 Trial: 82 Epoch: 30, train_loss: 22231.355895996094, validation_loss = 4009.289794921875
 Trial: 82 Epoch: 31, train_loss: 23504.03759765625, validation_loss = 4766.165283203125
 Trial: 82 Epoch: 32, train_loss: 25639.118408203125, validation_loss = 3016.694091796875
 Trial: 82 Epoch: 33, train_loss: 21179.300415039062, validation_loss = 2976.6260986328125
 Trial: 82 Epoch: 34, train_loss: 20576.7783203125, validation_loss = 2938.3193359375
 Trial: 82 Epoch: 35, train_loss: 19934.87432861328, validation_loss = 3194.9185791015625
 Trial: 82 Epoch: 36, train_loss: 22146.306701660156, validation_loss = 3074.8072509765625
 Trial: 82 Epoch: 37, train_loss: 21460.691284179688, validation_loss = 3183.0308837890625
 Trial: 82 Epoch: 38, train_loss: 20964.59979248047, validation_loss = 2869.8870849609375
 Trial: 82 Epoch: 39, train_loss: 18572.781677246094, validation_loss = 2746.803955078125
 Trial: 82 Epoch: 40, train_loss: 19646.773803710938, validation_loss = 2512.259521484375
 Trial: 82 Epoch: 41, train_loss: 18183.237854003906, validation_loss = 2732.28369140625
 Trial: 82 Epoch: 42, train_loss: 18174.42510986328, validation_loss = 2469.86962890625
